,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
843,2021-03-04,隐秘的减持之手，大宗交易异动透视股东动向,Wind
844,2021-03-04,煤炭行业更新点评：碳中和铸就焦炭行业高景气护城河,新浪
845,2021-03-04,油价八连涨掀起“涨停旋风”！低估值凸显性价比，巴菲特140亿重仓加持，机构：看好实施规模扩张的头部企业,金融界
846,2021-03-04,油服板块大涨，国内油价八连涨，行业或迎来业绩周期改善,第一财经
847,2021-03-03,宝丰能源大宗交易成交2330.00万股成交额3.60亿元,证券时报网
848,2021-03-03,开源证券给予宝丰能源买入评级，公司信息更新报告：原油焦炭价格高位运行，内蒙烯烃项目有望提前完工,每日经济新闻
849,2021-03-03,化工行业：内蒙十四五能耗双控目标发布 高质量供给侧改革加速,新浪
850,2021-03-03,需求向好叠加产业链旺季来临，煤炭板块估值将有望持续回升丨牛熊眼,第一财经
851,2021-03-03,中国银河--石油化工行业2月动态报告：油价持续上行，行业业绩有望周期改善【行业研究】,金融界股吧
852,2021-03-03,北向资金增仓榜：21股持股量环比增加超20%,证券时报网
853,2021-03-02,跌停板解密：高位出逃，多只前期强势股站上跌停！（3月2日）,Wind
854,2021-03-02,【牛人重仓】宝丰能源:近日首次出现跌停板，今日资金流入-15704.8万元，北向资金持股2833.17万股；前3个交易日，北向资金增持78.34万股，主力资金净流入19041.9万元,每日经济新闻
855,2021-03-02,A股早报2021年3月2日星期二,Wind
856,2021-03-01,宝丰能源今日大宗交易成交2175万股，成交价16.55元折价8.56%,Wind
857,2021-03-01,"宝丰能源现1笔大宗交易 共成交35,996.25万元",新浪
858,2021-03-01,化工行业周报：化工行业景气指数单周大涨6.22%,新浪
859,2021-03-01,平安证券--煤炭行业动态跟踪报告：2021年煤化工用煤或增加5000万吨【行业研究】,金融界股吧
860,2021-03-01,化工行业周报：坚守龙头 建议重点配置低估值周期景气标的,新浪
861,2021-03-01,煤炭行业周报：焦价调整不影响利润 估值抬升将持续,新浪
862,2021-03-01,【银河化工任文坡/林相宜】行业动态 2021.2丨油价持续上行，行业业绩有望周期改善,中国银河证券研究
863,2021-03-01,中信建投：化工行业一季度季度业绩有望大幅增长，回调正是买入时，无惧调整,证券时报网
864,2021-03-01,石油化工行业周报：与历史上三轮石化行情对比 当前石化景气程度与持续性,新浪
865,2021-02-28,全产业链价格价差研究：价格价差迎来普涨 关注细分龙头业绩表现,新浪
866,2021-02-28,化工景气指数高涨，Q1业绩有望大幅增长，无惧回调,中信建投证券研究
867,2021-02-26,五日龙虎榜追踪 机构抢筹这82股,证券之星
868,2021-02-26,A股早报2021年2月26日星期五,Wind
869,2021-02-26,机构调仓大起底！一些白马股仍在被买入（名单）,证券时报网
870,2021-02-25,宝丰能源2月25日大宗交易成交3.59亿元,证券时报网
871,2021-02-25,"宝丰能源现1笔大宗交易 共成交35,913.50万元",新浪
872,2021-02-25,煤炭&基础化工&石油化工行业深度：掘金“碳中和” “固碳”煤化工,新浪
873,2021-02-25,资本市场扶贫成效显着 上市公司反哺地方经济,证券时报
874,2021-02-23,宝丰能源龙虎榜数据（2月23日）,Wind
875,2021-02-23,首创证券--化工行业周报：丁辛醇价格跳涨，化工景气持续复苏【行业研究】,金融界股吧
876,2021-02-23,A股早报2021年2月23日星期二,Wind
877,2021-02-23,中信建投：需求上升库存下降，顺周期配置铜铝,Wind
878,2021-02-23,中信建投：2021年化工行业仍将是供需周期带动景气复苏之年,Wind
879,2021-02-22,宝丰能源今日大宗交易成交2000万股，成交价17.42元折价15.02%,Wind
880,2021-02-22,化工行业周观点：需求与油价共振 节后化工品价格跳涨,新浪
881,2021-02-22,安信证券--基础化工行业周报：化工品价格普涨，看好传统旺季行情【行业研究】,金融界股吧
882,2021-02-21,煤炭行业周报：板块估值提升开启 焦炭基本面维持强势,新浪
883,2021-02-20,宝丰能源(600989)系列报告(三)：这些年煤化工行业发生了哪些变化？,新浪
884,2021-02-19,石化行业：油价上涨符合预期 看好业绩拐点向上的投资机会,新浪
885,2021-02-19,宝丰能源：太阳能电解水制氢项目用电来源为光伏发电,索比光伏网
886,2021-02-19,化工行业：周期风云再起 大化工机遇何在？,新浪
887,2021-02-19,快讯：宝丰能源跌停报于18.65元,金融界
888,2021-02-19,化工板块分化 宝丰能源跌停,e公司
889,2021-02-19,化工板块重挫，卫星石化、宝丰能源相继跌停,Wind
890,2021-02-18,煤炭行业周报：需求强势 持续看好焦炭板块,新浪
891,2021-02-10,化工行业日报：原油价格持续走高 关注煤化工机会,新浪
892,2021-02-10,化工行业周报：整体乐观 看好顺周期行业龙头,新浪
893,2021-02-09,宝丰能源：红四煤矿今年年内将正式生产,Wind
894,2021-02-09,化工板块出黑马！北上资金和机构猛加仓,证券时报网
895,2021-02-08,化工行业：化纤产业链趋势性上涨 关注细分龙头业绩表现,新浪
896,2021-02-08,煤炭行业周报：节前动力煤继续下跌 煤焦钢产业链价格淡季稳定,新浪
897,2021-02-08,石油化工行业：油价持续上涨 板块迎配置良机,新浪
898,2021-02-08,煤炭行业周报：预期强弱转换 焦炭基本面最优,新浪
899,2021-02-07,化工行业周度观点21W6：化工景气趋势不改 重申推荐观点,新浪
900,2021-02-07,石油化工周报第186期：全球原油供应紧平衡 布油价格有望突破60美元／桶,光大证券
901,2021-02-07,暴涨超20%！有科技股基金经理发话了：转战化工！,中国基金报
902,2021-02-06,石油化工2020年报业绩前瞻：石化龙头盈利持续性增强 涤纶长丝迎景气反转,新浪
903,2021-02-05,【晨观方正】非银/海外·互联网/电子/社服/化工/电新20210205,方正证券
904,2021-02-04,【开源煤炭&石化-张绪成】宝丰能源点评报告：原油焦炭价格高位运行，内蒙烯烃项目有望提前完工,能源观察站
905,2021-02-04,招行、万华化学、顺丰、邮储银行、宝丰能源、爱美客等明星股盘中均创新高,Wind
906,2021-02-04,国际原油价格跟踪点评：油价重返疫情前水平 上调布油预期到55-65美元/桶,光大证券
907,2021-02-04,基础化工行业：化工龙头集体大涨 重申看好,新浪
908,2021-02-04,机构抱团有新动向！这个板块今年来大涨近40%,上证报
909,2021-02-03,煤炭行业跟踪点评：优惠税率延续，区域龙头开启下一个黄金十年,煤市乾坤
910,2021-02-03,宝丰能源：公司50万吨/年煤制烯烃项目预计于2022年底投产,金融界
911,2021-02-02,2021年2月份上海证券研究所投资组合报告,新浪
912,2021-02-02,A股早报2021年2月2日星期二,Wind
913,2021-02-01,抱团股爆发，沪指重上3500！创业板次新股最猛飙100%,中国基金报
914,2021-02-01,煤炭行业周报：行业淡季逐渐开启 继续推荐焦炭板块,新浪
915,2021-02-01,涨停板解密：个股火爆，两板块掀涨停潮！（2月1日）,Wind
916,2021-02-01,A股收盘综述：上证指数涨0.64%，创业板指涨近1%,Wind
917,2021-02-01,基础化工行业周报：油价上涨 苏氨酸价格大涨 MDI挂牌价环比持稳,新浪
918,2021-02-01,顺丰控股、万华化学、宝丰能源等明星股盘中齐创历史新高,Wind
919,2021-02-01,石油化工行业周报：油价维持55美元上方 涤纶长丝去库持续,新浪
920,2021-02-01,石油化工行业周报：从全球乙烯产能投放趋势 来看大炼化竞争力与乙烯市场空间,新浪
921,2021-02-01,煤炭石化行业周报：焦炭现货拐点临近 化纤继续淡季不淡,新浪
922,2021-01-31,【国金化工】2020Q4化工持仓分析：基金重仓比例继续上行，龙头重仓市值环比大幅提升 (2021-01-31),点石化金
923,2021-01-31,化工持仓逐季攀升，玉米深加工产业链领涨,中信建投证券研究
924,2021-01-29,中国银河证券：维持宝丰能源(600989.SH )“推荐”评级,智通财经
925,2021-01-29,宝丰能源(600989)：“黑金”铸“白马” 掘金正当时,新浪
926,2021-01-29,中国银河--石油化工行业1月动态报告：行业业绩有望周期改善，基金持仓大幅提升【行业研究】,金融界股吧
927,2021-01-29,银河证券：石化行业业绩有望周期改善 重点推荐卫星石化等,证券时报网
928,2021-01-28,中国银河--化工行业：化工持仓比例继续回升，细分龙头仍是配置首选【行业研究】,金融界股吧
929,2021-01-28,20Q4公募基金重仓持股分析：化工持仓比例继续回升 细分龙头仍是配置首选,新浪
930,2021-01-28,【银河化工任文坡/林相宜】行业动态 2021.1丨行业业绩有望周期改善，基金持仓大幅提升,中国银河证券研究
931,2021-01-26,宝丰能源(600989)深度研究报告(二)：探讨宝丰的成长性与压倒性成本优势,新浪
932,2021-01-26,【银河周知】把握行业景气向上的确定性机会，推荐月度金股,中国银河证券研究
933,2021-01-25,化工行业周观点：化纤等顺周期持续上涨 关注周期成长,新浪
934,2021-01-25,沪深300指数涨幅扩大至1.5%，再创13年新高,Wind
935,2021-01-24,年初至今化工涨幅第一，氨基酸大幅上涨,中信建投证券研究
936,2021-01-22,【研报掘金】煤炭板块今年业绩有望重回增长 推荐业绩向好及低估值的龙头公司,证券时报网
937,2021-01-19,化工板块再度走强 润禾材料正丹科技等涨停,证券时报网
938,2021-01-19,化工板块持续爆发 关注四大投资主线,证券时报网
939,2021-01-19,化工｜化工行情持续爆发，关注四大投资主线,中信证券研究
940,2021-01-19,石化行业2020年年报前瞻：景气反转,新浪
941,2021-01-18,0119日报/瑞丰新材2020年预计净利增长80%-100% 【东北基础化工】,东北基础化工
942,2021-01-18,石油化工行业周报：LPG价格上涨成因及对石化产业链影响几何,新浪
943,2021-01-18,宝丰能源：公司建设的一体化太阳能电解水制氢项目是目前国内最大的一体化可再生能源制氢储能项目,北极星电力
944,2021-01-18,宝丰能源：宁东三期项目预计2022年底投产,Wind
945,2021-01-18,化工行业周报：维生素、橡胶等涨势明显 关注细分领域业绩表现,新浪
946,2021-01-17,煤炭周观点【国君煤炭翟堃】供需错配难改，煤价再超预期,煤市乾坤
947,2021-01-15,煤价涨势超出市场预期，煤炭股龙头有望继续反弹,第一财经
948,2021-01-14,化工行业周观点：油价再破前高 化工品持续复苏,中国能源网china5e
949,2021-01-13,【研报掘金】当前正处在煤炭经济新一轮周期上行早期 板块配置正当时,证券时报网
950,2021-01-12,周期股的阿尔法与贝塔：全球供需两振 中国制造优势,新浪
951,2021-01-11,2021年1月第1周煤炭行业周报：焦炭十二轮提涨100元／吨 动煤焦煤双双继续强势上涨,新浪
952,2021-01-08,"宝丰能源现1笔大宗交易 共成交8,672.68万元",新浪
953,2021-01-08,宝丰能源今日大宗交易成交644.33万股，成交价13.46元折价1.03%,Wind
954,2021-01-08,12只个股大宗交易超5000万元,证券之星
955,2021-01-07,"宝丰能源现1笔大宗交易 共成交9,267.36万元",新浪
956,2021-01-07,宝丰能源现4笔大宗交易合计成交1037.00万股,证券时报网
957,2021-01-07,【研报掘金】油价处于持续回升周期中 积极布局油价回升及需求复苏受益板块,证券时报网
958,2021-01-07,【银河周知】顺应新趋势，基于短期机遇和中长期趋势，推荐月度金股,中国银河证券研究
959,2021-01-07,A股早报2021年1月7日星期四,Wind
960,2021-01-06,A股共发生108宗大宗交易成交19.95亿元（1月6日）,Wind
961,2021-01-06,"宝丰能源现4笔大宗交易 共成交13,314.59万元",新浪
962,2021-01-06,油气开采板块走强，油价进入持续回升周期，布局三条主线,第一财经
963,2021-01-06,A股早报2021年1月6日星期三,Wind
964,2021-01-05,"宝丰能源现22笔大宗交易 共成交24,175.69万元",新浪
965,2021-01-05,2021年1月份上海证券研究所投资组合报告,新浪
966,2021-01-05,安信研究|晨会在线20210105,安信证券研究
967,2021-01-05,【化工-张汪强】需求复苏和补库共振，化工行业景气可期,安信证券研究
968,2021-01-04,"宝丰能源现1笔大宗交易 共成交5,960.00万元",新浪
969,2021-01-04,开源证券：12月金股组合亏损2.16% 1月荐股名单出炉 亏损,新浪
970,2021-01-04,石油化工行业周报：2020年石油化工重点回顾与2021年趋势展望,新浪
971,2021-01-04,10个涨停起？超低价+超高中签率！这只新股亮点多,证券时报网
972,2020-12-31,"宝丰能源现3笔大宗交易 共成交3,000.80万元",新浪
973,2020-12-31,投资策略专题：开源金股 1月推荐,新浪
974,2020-12-31,中信建投大周期团队最新研究观点,中信建投证券研究
975,2020-12-30,预计2021年油价中枢向上,天然橡胶网
976,2020-12-29,石化行业：油价2021年有望中枢上行 预计行业周期业绩改善,新浪
977,2020-12-29,"宝丰能源现2笔大宗交易 共成交3,649.80万元",新浪
978,2020-12-29,做对社会有价值的企业 宝丰能源荣获2020年“金质量·社会责任奖”,上证报
979,2020-12-29,银河证券每日晨报,新浪
980,2020-12-29,中信建投：化工短期进入淡季，布局明年回调正是买入时,Wind
981,2020-12-28,化工行业动态：化工短期进入淡季 布局明年回调正是买入时,新浪
982,2020-12-28,"宝丰能源现9笔大宗交易 共成交12,287.22万元",新浪
983,2020-12-28,石油化工行业周报：涤纶长丝有望长期好转 大炼化比较优势明显与估值溢价空间提升,新浪
984,2020-12-28,煤炭化工行业周报：宜重视顺周期 继续强推涤纶复苏机遇,新浪
985,2020-12-28,煤炭行业周报：寒潮降至 煤炭需求进一步提升,新浪
986,2020-12-28,化工行业周报-全产业链价格价差研究：制冷剂、焦炭等涨势较好 关注细分龙头业绩表现,新浪
987,2020-12-28,A股早报2020年12月28日星期一,Wind
988,2020-12-26,【民生周末重点推荐】首席看石化：关注油价上涨带来的油服、烯烃及长丝投资机会,MS研究
989,2020-12-25,"宝丰能源现24笔大宗交易 共成交27,880.24万元",新浪
990,2020-12-25,A股早报2020年12月25日星期五,Wind
991,2020-12-24,"宝丰能源现21笔大宗交易 共成交40,659.38万元",新浪
992,2020-12-24,中信建投大周期团队最新研究观点,中信建投证券研究
993,2020-12-23,【研报掘金】需求复苏驱动价格盈利向好 看好化工顺周期龙头及优质成长股,证券时报网
994,2020-12-23,宝丰能源：原料煤涨价对公司影响不大 产品涨价比成本涨价更多,e公司
995,2020-12-23,A股早报2020年12月23日星期三,Wind
996,2020-12-22,煤炭周观点：【国君煤炭翟堃】寒潮降至，煤炭需求进一步提升,煤市乾坤
997,2020-12-22,原油周报第179期：IEA再次下调原油需求预期 关注美国财政刺激计划,光大证券
998,2020-12-22,化工行业2021年度投资策略报告：疫情后时代 掘金“双循环”,新浪
999,2020-12-22,中泰证券：双循环是未来中国经济也是中国化工的重要发展方向（附股）,证券时报网
1000,2020-12-21,"宝丰能源现7笔大宗交易 共成交9,408.96万元",新浪
1001,2020-12-21,化工行业动态：原油、煤炭、天然气三大能源齐飙涨 夯实行业景气持续的判断,新浪
1002,2020-12-21,A股早报2020年12月21日星期一,Wind
1003,2020-12-21,煤炭化工行业周报：继续强推涤纶复苏机遇 煤炭股估值有望持续向上,新浪
1004,2020-12-20,煤炭行业：宏观方向定调 煤炭板块望持续强势,新浪
1005,2020-12-18,"宝丰能源现4笔大宗交易 共成交27,880.71万元",新浪
1006,2020-12-18,【方正化工】化工周报：涤纶长丝、PTA持续涨价，玲珑轮胎董事长获安永企业家奖,靠谱化工股
1007,2020-12-17,"宝丰能源现19笔大宗交易 共成交20,868.78万元",新浪
1008,2020-12-17,行业供给偏紧格局较难改，煤炭板块午后走高丨牛熊眼,第一财经
1009,2020-12-15,宝丰能源现4笔大宗交易均为折价成交,证券时报网
1010,2020-12-15,"宝丰能源现4笔大宗交易 共成交29,255.15万元",新浪
1011,2020-12-14,化工行业周报：醋酸、PVC价格持续上涨 继续推荐顺周期龙头标的,新浪
1012,2020-12-14,煤炭行业：调控预期初显 供需格局难变,新浪
1013,2020-12-14,总投资674亿元 400万吨煤化工项目三大主装置工艺盘点,国家煤化工网
1014,2020-12-14,【银河新年之声】周期股的成长之美,中国银河证券研究
1015,2020-12-14,2021年投资策略：关注油价上涨带来的油服、烯烃及长丝投资机会,新浪
1016,2020-12-14,煤炭化工行业周报：强推涤纶景气度回升机遇 煤价待政策压制,新浪
1017,2020-12-14,煤炭行业周报：煤价持续上涨 超额收益持续,新浪
1018,2020-12-11,港股收评：恒指涨0.36%石油股大幅反弹光伏板块持续活跃,格隆汇
1019,2020-12-11,【研报掘金】煤炭行业景气度稳中向好 板块具备较大的估值修复空间,证券时报网
1020,2020-12-11,宝丰能源：公司未来将形成620万吨/年聚烯烃的产能,格隆汇
1021,2020-12-11,煤炭行业年度策略报告：量价温和上涨 业绩逐季改善,新浪
1022,2020-12-11,晨会1211｜外资加配香港本地股,中信证券研究
1023,2020-12-10,宝丰能源(600989.SH)拟向汇丰祥光伏购电 金额不超6000万元/年,智通财经
1024,2020-12-10,晚间重要公告2020年12月10日星期四,Wind
1025,2020-12-10,宝丰能源拟超3亿元转让光伏发电项目资产及相关债权债务,上证报
1026,2020-12-10,犀牛财经晚报：天齐锂业跌停 每日优鲜筹资3.05亿美元,GPLP犀牛财经
1027,2020-12-10,宝丰能源(600989.SH)拟出售光伏发电项目以聚焦主业 资产异常,智通财经
1028,2020-12-10,"宝丰能源现3笔大宗交易 共成交20,982.00万元",新浪
1029,2020-12-10,宝丰能源：拟出售宁东90MWp分布式光伏发电项目,e公司
1030,2020-12-10,宝丰能源：拟将宁东90MWp分布式光伏发电项目出售给汇丰祥光伏,Wind
1031,2020-12-08,宝丰能源发生2笔大宗交易合计成交2.08亿元,证券时报网
1032,2020-12-08,基础化工行业12月投资策略：行业景气上行 看好化工迎来“大”时代 维持“超配”评级,格隆汇
1033,2020-12-08,石化行业2021年度投资策略：油价复苏主旋律 石化掘金正当时,新浪
1034,2020-12-07,原油周报第177期：OPEC+就明年年初生产计划达成一致,光大证券
1035,2020-12-07,"宝丰能源现9笔大宗交易 共成交11,650.00万元",新浪
1036,2020-12-07,煤炭行业周报：本周CCI停更重庆矿难 基本面支撑现货煤价继续上涨,新浪
1037,2020-12-07,石油化工行业周报：烯烃价格维持强势 解读炼油加工对于石化的影响,新浪
1038,2020-12-06,石油石化、基础化工、新材料行业北上资金流向周报,新浪
1039,2020-12-05,【煤炭】宝丰能源（600989）首次覆盖：全产业链布局煤制烯烃行业，看好焦化板块业绩提升,天风研究
1040,2020-12-03,2020年11月行业利差跟踪：国企超预期违约后行业利差普遍走扩 违约失信,新浪
1041,2020-12-02,“申万宏源十大金股组合”,申万宏源
1042,2020-12-01,煤炭行业2021年度策略——需求回升时代，产能扩张为王【国君煤炭翟堃】,煤市乾坤
1043,2020-12-01,原油周报第176期：OPEC＋预期推迟增产计划,光大证券
1044,2020-12-01,煤炭化工行业周报：原料价格延续强势 产品价格上涨趋势弱化,新浪
1045,2020-11-30,化工行业：周期景气仍在延续 原油、有机硅、钛白粉、醋酸继续冲高,新浪
1046,2020-11-30,2020年11月第4周煤炭行业周报：动力煤焦煤继续强势上涨 持续看好煤炭板块估值修复,新浪
1047,2020-11-30,化工行业周观点：化工品价格普涨 顺周期持续性可期,新浪
1048,2020-11-30,聚丙烯价格持续上涨 宝丰能源迎来“超长待机”旺季利好,证券日报网
1049,2020-11-30,煤价超预期上涨 机构看好煤炭板块估值修复行情丨牛熊眼,第一财经
1050,2020-11-29,煤炭开采行业周报：供暖季动力煤价维持高位 继续看好煤炭股顺周期行情,新浪
1051,2020-11-27,2021年基础化工行业年度投资策略：继续拥抱顺周期 布局优质赛道龙头,新浪
1052,2020-11-25,多重利好叠加 油价长期持续回升... 券商这样看,第一财经
1053,2020-11-25,石油股大涨 中曼石油涨停 石化油服、洲际油气、准油股份等多股跟张,金融界
1054,2020-11-25,石油石化行业国际油价点评：积极布局油价中长期持续回升周期,新浪
1055,2020-11-24,采掘行业周报：原料价格高位运行 供需错配为产品涨价主因,新浪
1056,2020-11-23,化工行业：补库存周期＋需求旺季 产品价格普涨 顺周期继续高仓位配置,新浪
1057,2020-11-23,煤炭行业周报：冷空气+北港低库存 煤价上行趋势不变 进口为变量,新浪
1058,2020-11-23,基础化工行业周报：从MTO的技术迭代看新型煤化工的进化,光大证券
1059,2020-11-23,化工行业周报：加大顺周期资产配置 首推化工核心资产,新浪
1060,2020-11-23,中信证券：顺周期板块持续爆发 关注化工行业两条配置主线,金融界
1061,2020-11-23,化工｜顺周期板块持续爆发，化工行业配置什么？,中信证券研究
1062,2020-11-22,【行业快评|国信化工】需求共振，行业迎来景气上行周期,化工之诚
1063,2020-11-20,煤炭化工行业2021年度投资策略：面向景气度 着眼低估值,新浪
1064,2020-11-20,【开源煤炭&石化-张绪成】宝丰能源公司点评：产品价格大涨推升业绩，看好公司价值和成长空间,能源观察站
1065,2020-11-20,券商首次关注1股并给予买入评级（11月20日）,Wind
1066,2020-11-20,26股获券商买入评级，拓邦股份目标涨幅达68.77%,Wind
1067,2020-11-19,"宝丰能源现6笔大宗交易 共成交4,800.93万元",新浪
1068,2020-11-19,34股今日获机构买入评级6股上涨空间超20%,证券时报网
1069,2020-11-19,礼包｜中信建投证券三季报解读系列之二,中信建投证券研究
1070,2020-11-18,宝丰能源(600989)：成长潜力巨大的煤制烯烃龙头！,新浪
1071,2020-11-18,景气上行，量价齐升，化工行业迎高光时刻,Wind
1072,2020-11-18,行业迎景气上行周期，化工板块走势活跃，金浦钛业六连板,证券时报网
1073,2020-11-17,宝丰能源现23笔大宗交易均为折价成交,证券时报网
1074,2020-11-17,"宝丰能源现23笔大宗交易 共成交21,294.00万元",新浪
1075,2020-11-17,宝丰能源(600989)：内蒙项目快速推进 增长预期逐步落地,新浪
1076,2020-11-17,2021年石油化工行业投资策略：守正不移：油价或震荡上行 把握石化龙头竞争力,新浪
1077,2020-11-17,化工行业动态点评：需求共振，行业迎来景气上行周期,国信研究
1078,2020-11-16,"宝丰能源现9笔大宗交易 共成交7,255.54万元",新浪
1079,2020-11-13,化工行业策略报告：探寻高成长标的，优质细分龙头业绩可期,新浪
1080,2020-11-13,"宝丰能源现19笔大宗交易 共成交14,144.11万元",新浪
1081,2020-11-13,A股早报2020年11月13日星期五,Wind
1082,2020-11-12,"宝丰能源现29笔大宗交易 共成交30,765.63万元",新浪
1083,2020-11-12,A股早报2020年11月12日星期四,Wind
1084,2020-11-11,"宝丰能源现31笔大宗交易 共成交35,763.69万元",新浪
1085,2020-11-11,化工行业：Q3内外需驱动景气回升明显 产品涨价与业绩回升共舞,新浪
1086,2020-11-11,基础化工行业-海外需求复苏 库存回补 叠加油价上行 全面看多化工,新浪
1087,2020-11-10,化工行业周报：抓住这波被动去库+价差提升的机会,新浪
1088,2020-11-10,石油化工行业周报：以PTA为例 验证行业龙头集中与成本曲线陡峭化,新浪
1089,2020-11-09,基础化工行业周报：油价上涨 环氧树脂、顺酐 己二酸、有机硅DMC、双酚A等产品价格上涨,新浪
1090,2020-11-06,开源晨会1105丨中小创、煤炭行业2020年三季报综述；10月百强销售增速高位回落，建议四季度关注地产 盈利能力下降,开源证券研究所
1091,2020-11-05,"宝丰能源现12笔大宗交易 共成交23,513.85万元",新浪
1092,2020-11-04,"宝丰能源现21笔大宗交易 共成交25,885.64万元",新浪
1093,2020-11-02,【三季度总结|国君煤炭翟堃】盈利持续改善，现金优势加速显现,煤市乾坤
1094,2020-11-02,石油化工行业周报：原油基本面有所承压 天然气需求向好&长丝价差维持高位,新浪
1095,2020-10-30,宁夏宝丰能源集团：“三不减”保障生产稳就业,光明日报
1096,2020-10-29,【东吴化工】宝丰能源三季报点评：烯烃装置放量，以量补价实现逆势增长,东吴石化化工
1097,2020-10-28,宝丰能源一体化优势明显 煤化工龙头进入新一轮成长周期,证券日报网
1098,2020-10-28,宝丰能源(600809)2020年三季报点评：盈利能力维持强劲 资本开支持续推进,光大证券
1099,2020-10-28,【财报点评|国信化工】宝丰能源(600989)：成本优势继续强化，新一轮成长开始启航,化工之诚
1100,2020-10-28,A股早报2020年10月28日星期三,Wind
1101,2020-10-28,207股获券商买入评级，中国中铁目标涨幅达81.01%,Wind
1102,2020-10-27,"宝丰能源现10笔大宗交易 共成交29,760.00万元",新浪
1103,2020-10-27,【开源煤炭&石化-张绪成】宝丰能源三季报点评：扣非业绩优异，产能扩张&成本优势打造煤制烯烃龙头,能源观察站
1104,2020-10-27,宝丰能源(600989)：盈利平稳增长 顺周期弹性标的 未来成长空间广阔,新浪
1105,2020-10-26,宝丰能源(600989)：产品售价环比回升，业绩稳步增长【国君煤炭翟堃】,煤市乾坤
1106,2020-10-26,"宝丰能源现11笔大宗交易 共成交7,066.24万元",新浪
1107,2020-10-26,【华安化工 | 三季报点评】宝丰能源：三季度延续增长势头，新项目建设奠定发展基础,化工阿尔法
1108,2020-10-26,宝丰能源(600989)2020年三季报点评：三季度检修销量环比略降 产品涨价推升毛利 盈利能力下降,新浪
1109,2020-10-26,基础化工行业周报：油价下跌 双氧水、纯MDI、硝酸铵、丁苯橡胶、PS等产品价格上涨,新浪
1110,2020-10-26,宝丰能源(600989)：油价新常态下盈利能力稳健 产销两旺新项目促高速发展！,新浪
1111,2020-10-26,宝丰能源三季报出炉：或将迎来新一轮高速发展期,21世纪经济报道
1112,2020-10-25,产销两旺 宝丰能源前三季度净利润增长11.27%,上证报
1113,2020-10-25,宝丰能源：前三季度营业收入112.99亿元 同比增长15.93%,中证网
1114,2020-10-25,宝丰能源三季报：营收113亿净利润31.5亿股权结构进一步优化,格隆汇
1115,2020-10-25,宝丰能源(600989.SH)前三季度扣非净利润升19.74%至33.2亿元,格隆汇
1116,2020-10-25,宝丰能源前三季度实现净利润31.5亿元 社保基金等机构投资者上榜前十大流通股东,证券时报
1117,2020-10-25,宝丰能源：前三季度净利润同比增长11.27%,Wind
1118,2020-10-25,【方正化工】宝丰能源2020三季报点评：220万吨甲醇投产，成本优势凸显,靠谱化工股
1119,2020-10-23,宝丰能源：暂未考虑收购实控人旗下光伏资产,Wind
1120,2020-10-23,券商首次关注5股并给予买入评级（10月23日）,Wind
1121,2020-10-23,宝丰能源(600989)：产能持续扩张 煤化工成本降低带动行业竞争力提升,新浪
1122,2020-10-19,宝丰能源六工程同期推进获500亿授信 降低进口依赖度投673亿首次异地扩产,长江商报
1123,2020-10-18,化工行业周报：海外订单回流带动纺织行业景气回升 继续推荐细分行业龙头和高成长标的,新浪
1124,2020-10-15,宁夏巧用“加减法” 让发展更“氢”洁,中国能源网china5e
1125,2020-10-14,工商银行内蒙古分行与宝丰能源达成300亿元全面战略合作,中证网
1126,2020-10-14,宝丰能源与工行内蒙古分行签署300亿元战略合作协议,上证报
1127,2020-10-14,宝丰能源与工商银行300亿元战略合作，首次异地扩产,Wind
1128,2020-10-14,宝丰能源：9月份公司主要产品聚烯烃、焦炭产品价格均有不同幅度的上涨,格隆汇
1129,2020-10-14,A股早报2020年10月14日星期三,Wind
1130,2020-10-12,盛视早参：众多利好释放 A股顺势而为,新浪
1131,2020-10-12,煤炭开采板块二波上攻,Wind
1132,2020-10-11,煤炭周观点：冷冬来袭、进口限制，煤炭板块超额收益可持续【国君煤炭翟堃】,煤市乾坤
1133,2020-10-11,下周操盘攻略：苹果将举行新品发布会，A股三季报披露开启,Wind
1134,2020-10-10,宝丰能源荣获煤制烯烃生产企业能效“领跑者”标杆企业,中证网
1135,2020-10-10,下周655亿市值限售股解禁 解禁,Wind
1136,2020-10-09,下周解禁：彩虹股份定增股东目前仍“被套” 解禁,大众证券报
1137,2020-10-09,开源证券：9月金股组合亏损5.2% 10月荐股名单出炉 亏损,新浪
1138,2020-10-09,10月超2200亿市值限售股上市 这家破发的农商行解禁规模居首 连续下跌,中投网
1139,2020-10-09,宝丰能源：公司烯烃三期聚乙烯装置将采用巴塞尔高压环管工艺,Wind
1140,2020-10-09,宝丰能源：上半年煤制烯烃生产成本比2019年有进一步降低,Wind
1141,2020-10-09,石化行业2020年三季报前瞻：曙光乍现 黎明已至,新浪
1142,2020-09-30,宝丰能源：目前公司内蒙项目进展顺利,Wind
1143,2020-09-29,关于召开2020中国煤化工技术交流会暨第九届中国煤化工年会的通知,国家煤化工网
1144,2020-09-29,银河证券：给予化工行业“推荐”评级 优质细分龙头业绩可期,第一财经
1145,2020-09-29,开源金股，10月推荐,开源证券研究所
1146,2020-09-28,宝丰能源：“鄂尔多斯项目”煤源有保证,Wind
