,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
3949,2020-10-10,中石化资本携手康明斯推动绿氢产业发展,Wind
3950,2020-10-10,“川气东送”进港华，储气库再添新气源~,新浪
3951,2020-10-10,中石化资本携手康明斯推动绿氢产业发展,新华网
3952,2020-10-10,生意社：10月10日中石化三井双酚A价格稳定,生意社
3953,2020-10-10,生意社：10月10日中石化三菱双酚A暂停报盘,生意社
3954,2020-10-10,CWP2020 | 中国石化长城润滑油最新风电解决方案助力行业降本增效,北极星电力
3955,2020-10-10,中国石化首次向港华金坛储气库注气,石化新闻网
3956,2020-10-10,生意社：10月10日中石化各销售公司丁二烯报价持稳,生意社
3957,2020-10-10,生意社：10月10日国内邻二甲苯价格汇总,生意社
3958,2020-10-10,接收“三桶油”逾4000亿资产，国家管网集团投入运营，主干网陕京线尚待谈判,财经杂志
3959,2020-10-10,生意社：10月10日中石化华中对二甲苯价格暂稳,生意社
3960,2020-10-09,原油开采行业每周油气：美国部分生产商启用库存井？,新浪
3961,2020-10-09,粗苯日评：趋弱整理,百川盈孚
3962,2020-10-09,油价再次不涨价，可“两桶油”为什么意见截然不同？,上观
3963,2020-10-09,纯苯日评：中石化挂牌下调，市场重心下行,百川盈孚
3964,2020-10-09,生意社：10月9日中石化三井苯酚价格上调,生意社
3965,2020-10-09,中国石油化工：出售资产暨对外投资的交割 资产异常,Wind
3966,2020-10-09,石油天然气：沙特11月亚洲OSP轻微上调 关注周期回升中国营炼厂估值修复,新浪
3967,2020-10-09,江苏天然气市场发展前景,国际燃气网
3968,2020-10-09,国内油价节后首调：大概率小幅上涨，或进“6时代”,Wind
3969,2020-10-07,李永昌：“十四五”我国页岩气发展展望,新浪
3970,2020-10-04,中石化(00386-HK)完成转移至国家石油天然气管网集团资产安排,财华社
3971,2020-10-04,酱油贵过油，海天味业市值突破5000亿，超过中石化，是怎么做到的,搜狐
3972,2020-10-01,石化行业9月动态报告：低油价利于行业盈利提升 看好下半年业绩表现,新浪
3973,2020-10-01,"""三桶油""油气管道并网！国家管网集团全面接管",中国经济网
3974,2020-09-30,【东北基础化工】日报/我国主要油气管道实现并网运行20201001,东北基础化工
3975,2020-09-30,国家管网集团全面接管“三桶油”油气管道基础设施资产,经济日报
3976,2020-09-30,晚间重要公告2020年9月30日星期三,Wind
3977,2020-09-30,中石化冠德(00934)完成出售中石化榆济管道全部股权 资产异常,智通财经
3978,2020-09-30,生意社热点商品发现（2020年9月30日）,生意社
3979,2020-09-30,中国石化：拟出售铺底油给国家管网集团 总价预计约77亿元,e公司
3980,2020-09-30,中国石化(600028.SH)：与国家管网集团签署《铺底油出售协议》77亿元出售约127万吨铺底油,格隆汇
3981,2020-09-30,中国石化(600028.SH)：与国家管网集团已就相关油气管网设施的使用签署了协议,格隆汇
3982,2020-09-30,中国石化：销售公司与国家管网集团签署了《铺底油出售协议》,Wind
3983,2020-09-30,智慧加油站继续发展　车主体验度不断上升,卓创资讯能源观察
3984,2020-09-30,中石化铁岭分公司：提效减负基层 提升经营质量,凤凰网
3985,2020-09-30,中石化铁岭分公司：营销新思路,凤凰网
3986,2020-09-30,中石化铁岭分公司：多措并举 筑牢网络安全红线,凤凰网
3987,2020-09-30,中石化铁岭分公司：持续新客户开发 助力销量提升,凤凰网
3988,2020-09-30,中石化铁岭分公司：“管家式服务” 收获大订单,凤凰网
3989,2020-09-30,中石化宁德分公司打响“两节”油品保供战,凤凰网
3990,2020-09-30,我国主要油气管道实现并网运营,Wind
3991,2020-09-30,国家管网集团全面接管主要油气管道，10月1日正式投入生产运营,Wind
3992,2020-09-30,合成橡胶修复性上涨 底部更为坚固,天然橡胶网
3993,2020-09-30,中石化大连石油加油员反应迅速阻止事故发生,凤凰网
3994,2020-09-30,沈阳石油：构筑质量安全 销售质量幸福,凤凰网
3995,2020-09-30,中石化厦门：我为企业防风险，全面提升经营实效,凤凰网
3996,2020-09-30,中石化厦门：紧抓契机 车E族积分兑换连创新高,凤凰网
3997,2020-09-30,中石化宁德分公司首座他有我营项目——宁德寿宁新兴能源加油站正式投入运营,凤凰网
3998,2020-09-30,电力及公用事业周报：广东天然气管网以市场化方式融入国网中 全国一张网迈出第一步,新浪
3999,2020-09-30,犀牛财经晚报：恒大物业拟赴港上市 华信旗下246套房产将网拍,GPLP犀牛财经
4000,2020-09-30,为祖国庆生 中石化大连石油准备好了,凤凰网
4001,2020-09-30,"中石化大连石油 警企合作,2小时为顾客追回损失",凤凰网
4002,2020-09-30,“三桶油”资产划拨本月交接，国家管网集团组建进入倒计时,证券时报
4003,2020-09-30,“三桶油”资产划拨本月完成交接 国家管网集团组建进入倒计时,证券时报
4004,2020-09-29,【公告】中石化補取得土地、廠房、設備案之付款條件,Yahoo
4005,2020-09-29,生意社：9月29日中石化三井丙酮价格稳定,生意社
4006,2020-09-29,中石化福州石油燃油宝销量排名全省前列,凤凰网
4007,2020-09-29,中石化厦门：为“两节”保供保驾护航,凤凰网
4008,2020-09-29,柴永森：轮胎行业转型升级，取得三大成绩,橡胶技术网
4009,2020-09-29,联盛联手中石化投建油田分布式光伏：20MW涉2800个采油点、跨8区17县,集邦新能源网
4010,2020-09-29,环保及公用事业行业周报：生态环境导向模式或成趋势 公募REITS有望加速推进,新浪
4011,2020-09-29,中国石油化工：出售资产暨对外投资相关事项进展 资产异常,Wind
4012,2020-09-28,中国企业500强榜单出炉！中国石化、国家电网、中国石油分列前三位,资本邦
4013,2020-09-28,七一二：与中石化共同投资设立津普利环保,Wind
4014,2020-09-28,生意社：9月28日中石化三菱双酚A暂停报盘,生意社
4015,2020-09-28,生意社：9月28日中石化三井双酚A价格稳定,生意社
4016,2020-09-28,中石化石勘院研讨勘探开发信息化建设,中国能源网
4017,2020-09-28,山东将征收油价风险准备金，地炼行业或承压,Wind
4018,2020-09-28,山东将征收油价风险准备金 地炼行业或承压,21世纪经济报道
4019,2020-09-28,中企500强：工行最挣钱，华为研发最多,观察者网
4020,2020-09-28,沥青周报：现货持续调降 关注节后旺季去库,新浪
4021,2020-09-28,我国营收千亿级企业首次突破200家 中国石化排名榜首,新华网
4022,2020-09-28,生意社：9月28日国内邻二甲苯价格汇总,生意社
4023,2020-09-28,沥青：需求释放不及预期 盘面难以突破,文华财经
4024,2020-09-28,生意社：9月28日中石化各销售公司丁二烯报价暂不调整,生意社
4025,2020-09-28,最新中国企业500强榜单：8家企业营收超万亿，中石化、国家电网、中石油位居前三（附榜单）,21世纪经济报道
4026,2020-09-28,中国企业500强揭晓：中石化、国家电网、中石油进前三,Wind
4027,2020-09-28,生意社：9月28日中石化华中对二甲苯价格暂稳,生意社
4028,2020-09-27,于辰涛：工业互联网发展中智能化生产是做得最多的,新浪
4029,2020-09-27,石油石化、基础化工、新材料行业北上资金流向周报,新浪
4030,2020-09-27,中石化新材料研究院落户宁波,新华网
4031,2020-09-27,石油化工行业周报：原油基本面或有承压 长丝销售节前明显好转,新浪
4032,2020-09-27,A股公司里那些玩跨界的高手：有人忍痛转型，有人“投机生财”,资本邦
4033,2020-09-27,石油化工行业研究周报：上市公司2020年Q3业绩预览,新浪
4034,2020-09-27,生意社：9月27日中石化各销售公司丁二烯报价稳定,生意社
4035,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
4036,2020-09-25,高压气井带压作业技术迈向新台阶 石化油服为我国能源安全再添筹码,和讯
4037,2020-09-25,生意社：9月25日中石化各销售公司丁二烯暂不调价,生意社
4038,2020-09-25,沥青日报：市场情绪悲观 价格继续下调,新浪
4039,2020-09-25,国家管网收编广东省网，全国一张网开启,中国燃气网
4040,2020-09-25,国家管网收编广东省网，全国一张网开启,国际燃气网
4041,2020-09-25,原油燃料油沥青周报,新浪
4042,2020-09-24,新三板报告：天昱园：专注于液化天然气生产与销售的新能源公司,新浪
4043,2020-09-24,恒指低开低走收跌1.82%报23311.07点，资源股、医疗股跌幅居前,Wind
4044,2020-09-24,港股异动丨石油股普跌 中石化13连跌 美油跌破40美元 连续下跌,格隆汇
4045,2020-09-24,老油田再添“延年益寿”新技术,中国能源报
4046,2020-09-24,生意社：9月24日中石化各销售公司丁二烯报价持稳,生意社
4047,2020-09-24,环保及公用事业行业周报：生物质发电新增项目实施方案落地 稳预期行业持续发展,新浪
4048,2020-09-24,聚烯烃日报：API意外增加 聚烯烃反弹受限,新浪
4049,2020-09-24,能源行业日报：中国天然气发展报告(2020)于本月发布,新浪
4050,2020-09-24,石油股、医疗股走低，中海油、中石化跌逾2%,Wind
4051,2020-09-23,沥青重大行情点评,新浪
4052,2020-09-23,又一国家级大基金显山露水！未来投资动向如何？,上证报
4053,2020-09-23,生意社：中石化9月份对二甲苯结算价格出台,生意社
4054,2020-09-23,生意社：9月23日中石化三菱双酚A暂停报盘,生意社
4055,2020-09-23,生意社：9月23日中石化三井丙酮价格下调,生意社
4056,2020-09-23,中石化会成为卖车界“鲶鱼”吗？,广州日报
4057,2020-09-23,国内首次：工业氢气提纯至99.999%,科技日报
4058,2020-09-23,国内单体最大LNG储罐一次浇筑成型,天津日报
4059,2020-09-23,中国石化：我国炼厂首次生产出“五九”高纯氢气,中证网
4060,2020-09-23,大华继显：中石化(00386-HK)卖出区间3.18港元至3.19港元,财华社
4061,2020-09-23,2020-2025聚丙烯价格走势预测 2020聚丙烯行业发展现状及前景分析,中研网
4062,2020-09-23,聚烯烃日报：成本支撑走弱 期现交投下行,新浪
4063,2020-09-23,深圳福田区危险废物处理试点“集中采购”模式 深入践行“无废城市”试点建设工作要求,深圳晚报
4064,2020-09-23,生意社热点商品发现（2020年9月23日）,生意社
4065,2020-09-23,生意社：9月23日中石化华中对二甲苯价格暂稳,生意社
4066,2020-09-23,三方合作共推北京氢能源应用建设,中国能源网china5e
4067,2020-09-23,每日理财观察：回购定盘利率多数上涨，科创50ETF热卖,Wind
4068,2020-09-22,中国石化关于董事辞职的公告,新浪
4069,2020-09-22,生意社：9月22日中石化三井双酚A价格稳定,生意社
4070,2020-09-22,中国石化：董事李勇因工作调整辞职 董监高成员变化,Wind
4071,2020-09-22,恒指收跌0.98%报23716.85点，黄金股、航空股跌幅居前,Wind
4072,2020-09-22,生意社：9月22日中石化三菱双酚A正常运行,生意社
4073,2020-09-22,德国化工巨头联手中石化大幅扩大南京基地产能,e公司
4074,2020-09-22,石油股普跌 中国石化暂录11连跌见近4个月低位 连续下跌,新浪
4075,2020-09-22,中国石化与巴斯夫扩大在南京的新戊二醇产能,慧聪网
4076,2020-09-22,生意社：9月22日中石化各销售公司丁二烯报价汇总,生意社
4077,2020-09-21,中石化易捷试水卖车 商业盈利模式引热议,每日经济新闻
4078,2020-09-21,4S店慌了！开出2.7万家便利店后，中石化又大张旗鼓卖车！网友：充油费送车？,每日经济新闻
4079,2020-09-21,机械设备行业周观点：挖掘机、工业机器人持续复苏,新浪
4080,2020-09-21,生意社：9月21日中石化三井苯酚价格稳定,生意社
4081,2020-09-21,生意社：9月21日邻二甲苯价格维稳,生意社
4082,2020-09-21,中国石化泉州石油：“质量月”活动助力攻坚创效,凤凰网
4083,2020-09-21,生意社：9月21日中石化华中对二甲苯价格暂稳,生意社
4084,2020-09-21,中石化试水卖车！对合作方要求严格， 已有三家自主车企签约,每日经济新闻
4085,2020-09-21,惊天动地上周五,财经
4086,2020-09-20,每周油气：OPEC+调节减产仍有空间？,新浪
4087,2020-09-19,四川广元市进一步开发天然气市场稳步发展天然气产业,国际燃气网
4088,2020-09-19,李迅雷：政策弱化逆周期，市场均值再回归,Wind
4089,2020-09-18,原油燃料油沥青周报,新浪
4090,2020-09-18,2020年中国炼油行业市场现状及竞争格局分析 行业盈利能力较弱,前瞻研究院
4091,2020-09-18,中石化福州石油：补短板促提升 释放市场活力,凤凰网
4092,2020-09-18,中石化福州石油为湖北农产品销售加油助力,凤凰网
4093,2020-09-18,中石化福州石油：逢8充值，畅享优惠,凤凰网
4094,2020-09-18,中石化福州石油开展易积分兑换活动,凤凰网
4095,2020-09-18,巨亏、裁员、倒闭!八大化工巨头熬不住了! 业务变化,纺织网
4096,2020-09-18,科融环境：与中石化雄安分公司会谈氢能源合作 近期将签署战略合作框架协议,e公司
4097,2020-09-18,【银河期货早评】2020-09-18,银河期货
4098,2020-09-18,坚定与门店脱钩后，连咖啡葫芦里卖的什么药？,子弹财经
4099,2020-09-17,长安汽车牵手中国石化 打造润滑油联合实验室,重庆商报
4100,2020-09-17,【公告】「P09中石化1、2、3」訂9月21日起發行買賣,Yahoo
4101,2020-09-17,生意社：9月17日中石化三菱双酚A装置停车中,生意社
4102,2020-09-17,生意社：9月17日中石化三井双酚A价格稳定,生意社
4103,2020-09-17,生意社：9月17日中石化各销售公司丁二烯调价汇总,生意社
4104,2020-09-17,沥青日报：需求一般 炼厂库存继续回升,新浪
4105,2020-09-17,聚烯烃日报：原油上行 聚烯烃跟涨,新浪
4106,2020-09-17,【行情】港股石油股普涨，中海油田服务涨近5%，中石油涨超3%，中海油、中石化涨超2%,金十数据
4107,2020-09-17,石油股涨幅扩大，中石油涨超3%，,Wind
4108,2020-09-17,早报｜铁矿大跳水，油脂续风光-20200917,中银期货研究
4109,2020-09-17,海天酱油股价连跌还疑似遭遇活蛆 接连被投诉客服称非产品质量问题 诉讼纠纷,广州日报
4110,2020-09-17,中国石化15万只口罩驰援瑞丽,云南日报
4111,2020-09-16,中石化氢气纯化技术获重要突破,上证报
4112,2020-09-16,生意社：9月16日邻二甲苯价格维稳,生意社
4113,2020-09-16,中国石化设立石化主业首支基金,中国能源报
4114,2020-09-16,聚烯烃日报：盘面冲高回落 现货大体持稳,新浪
4115,2020-09-16,110千伏电缆绝缘料实现一条龙生产,中国能源报
4116,2020-09-16,扬子石化：橡胶质量下苦功夫做新文章,石化新闻网
4117,2020-09-16,生意社：9月16日中石化各销售公司丁二烯报价汇总,生意社
4118,2020-09-15,滨海投资(02886.HK)：中石化长城燃气入股事项获天津国资委批准,格隆汇
4119,2020-09-15,中国石化成立合资公司 将在北京探索多种氢能应用场景,新浪
4120,2020-09-15,生意社：9月15日中石化各销售公司丁二烯报价汇总,生意社
4121,2020-09-15,商贸零售行业周报：低调的单页电商 在下沉市场和海外市场遍地开花,新浪
4122,2020-09-15,生意社：9月15日中石化华中对二甲苯价格暂稳,生意社
4123,2020-09-15,油气巨头困境突围,生意社
4124,2020-09-15,江苏神通两年两易主业绩延续高增长 连续12年核电阀门市占率超90%,长江商报
4125,2020-09-14,生意社：9月14日中石化华中对二甲苯价格暂稳,生意社
4126,2020-09-14,石化双雄半年亏529亿，中石油计划分红160亿，中国石化也分红85亿 亏损,搜狐
4127,2020-09-13,连咖啡“硬核重启” 转战线上换道求生,中国经营网
4128,2020-09-13,每周油气：美国中下游原油需求下滑！,新浪
4129,2020-09-11,中国石化境外用工总数达5.2万人,新华网
4130,2020-09-11,华为、中国石化KM实践来啦！《知识管理制胜未来》开启订阅,砍柴网
4131,2020-09-11,中国石化(600028.SH)：拟聘任喻宝才为公司高级副总裁,格隆汇
4132,2020-09-11,中石化福州石油：油非互促助力“攻坚”“创效”,凤凰网
4133,2020-09-11,长城汽车与中石化易捷签署战略合作协议,e公司
4134,2020-09-11,以消费扶贫带动产业扶贫中石化易捷“易享节”助力持久脱贫,新华网
4135,2020-09-11,中石化第四建海南炼化乙烯35千伏撬装式变电站一次受、送电成功,中化新网
4136,2020-09-11,生意社：9月11日中石化各销售公司丁二烯调价汇总,生意社
4137,2020-09-11,聚烯烃日报：交投氛围走弱 价格继续小幅回撤,新浪
4138,2020-09-11,油气管网资产交割在即，中石油成立主营海底管道运输的新公司,澎湃新闻
4139,2020-09-10,中石化易捷：10亿元消费补贴背后的责任与担当,新华网
4140,2020-09-10,中石化易捷携手四家车企进军整车销售,Wind
4141,2020-09-10,国际油价缘何连续大跌,深圳新闻网
4142,2020-09-10,燕山石化一条龙生产110千伏电缆绝缘料,中证网
4143,2020-09-10,“易享节”在长沙启动易捷送出十亿补贴,新华网
4144,2020-09-10,中国石化首次举办境外云开放日活动,中新网
4145,2020-09-10,生意社：9月10日中石化各销售公司丁二烯调价汇总,生意社
4146,2020-09-10,聚烯烃日报：成本端支撑走弱 聚烯烃低开震荡,新浪
4147,2020-09-10,中国石化西南石油局元坝29井产气超10亿方,中国能源网
4148,2020-09-10,油气巨头困境突围,中国经营报
4149,2020-09-09,中国石化南平石油:组织开展2020年度内控自查工作,凤凰网
4150,2020-09-09,中国石化泉州石油：多措并举 打好反腐倡廉“组合拳”,凤凰网
4151,2020-09-09,中国石化泉州石油：施教在先 筑牢反腐倡廉思想防线,凤凰网
4152,2020-09-09,平价买低价卖：交易额超3亿的加油充值卡“骗局” 欺诈造假,南方周末
4153,2020-09-09,中国石化：监事辞职 董监高成员变化,Wind
4154,2020-09-09,生意社：9月9日中石化三井丙酮价格上调,生意社
4155,2020-09-09,恒指缩量收跌0.63%报24468.93点，科技指数跌1.51%,Wind
4156,2020-09-09,石油股集体走弱 中海油跌逾3%中石化下跌2%,新浪
4157,2020-09-09,石油股跌幅扩大，中海油跌逾3%,Wind
4158,2020-09-09,LNG国际贸易拥抱数字化,中国能源网
4159,2020-09-09,聚烯烃日报：市场消化前期涨幅 盘面继续回落,新浪
4160,2020-09-09,连咖啡关闭全部门店 易捷咖啡登场 2020年中国咖啡饮料行业投资价值评估 经营问题,中研网
4161,2020-09-09,上半年净利润平均跌幅20% 低气价加快城燃企业并购 盈利能力下降,中国能源报
4162,2020-09-09,中石化长城燃气终端市场再进一步！重庆武隆公司正式向下游供气,国际燃气网
4163,2020-09-09,北京辖区上市公司举办投资者集体接待日活动 多家公司积极回应市场关切 多措并举对冲疫情影响,上证报
4164,2020-09-09,每日理财观察：年内新成立基金数突破千只，信托年化收益率低至5字头,Wind
4165,2020-09-08,中石化北京石油与北汽福田、轻程物联网签署战略合作意向书,北京商报
4166,2020-09-08,中国石化南平石油延平片区:认真组织自查自改 助力“持续攻坚创效”,凤凰网
4167,2020-09-08,生意社：9月8日中石化三菱双酚A暂无报盘,生意社
4168,2020-09-08,生意社：9月8日中石化三井丙酮价格稳定,生意社
4169,2020-09-08,中国石化设立首只基金 总规模达50亿元,中证网
4170,2020-09-08,中国石化首支基金：50亿总规模，投资新材料、大数据等产业,Wind
4171,2020-09-08,中国石化首支基金：50亿总规模，投资新材料、大数据等产业,澎湃新闻
4172,2020-09-08,中石化加码非油业务，开设首座跨境闪购店,联商网
4173,2020-09-08,生意社：9月8日中石化各销售公司丁二烯报价汇总,生意社
4174,2020-09-08,我国油气企业今年以来积极推进勘探开发,中化新网
4175,2020-09-07,中国首富要易主？农夫山泉创始人身家望超“二马”,证券时报
4176,2020-09-07,加码非油业务 中石化开跨境闪购店,北京商报
4177,2020-09-07,50亿总规模，中国石化设立首支基金,新浪
4178,2020-09-07,中石化副总李勇重回中海油，填补空悬10个多月的总经理一职,澎湃新闻
4179,2020-09-07,中国石化南平石油:让每位员工成为企业的主角,凤凰网
4180,2020-09-07,国内首家跨境闪购店开进中国石化加油站,中证网
4181,2020-09-07,石油化工行业2020年中报综述：行业景气不断回升 看好具备一体化产业链优势头部企业,新浪
4182,2020-09-07,化工周报：旺季来临 纯碱大幅上涨 TDI不可抗力,新浪
4183,2020-09-07,生意社：9月7日中石化三井苯酚价格下调,生意社
4184,2020-09-07,全国创新争先奖获得者路保平：我为石油狂,新华网
4185,2020-09-07,中国石化新闻－中国石化动态,中海油
4186,2020-09-07,中国海油新闻－中国海油动态,中化新网
4187,2020-09-07,生意社：9月7日中石化各销售公司丁二烯报价汇总,生意社
4188,2020-09-07,生意社：9月7日邻二甲苯价格维稳,生意社
4189,2020-09-07,中石化文23储气库形成有效工作气量超10亿立方米,国际燃气网
4190,2020-09-07,生意社：9月7日中石化华中对二甲苯价格暂稳,生意社
4191,2020-09-06,玉溪市与中石化携手助力云品出滇,云南日报
4192,2020-09-05,业绩降至历史低点，需求下降前所未见 油气巨头困境突围 盈利能力下降,中国经营报
4193,2020-09-04,中国石化西北油田成功部署700套北斗导航设备,中证网
4194,2020-09-04,中石化厦门：线上测评把好员工招聘关,凤凰网
4195,2020-09-04,中石化福州石油整合营销资源推动非油增量,凤凰网
4196,2020-09-04,中石化宁德分公司老站换新颜提销量,凤凰网
4197,2020-09-04,中石化福州石油天然气销售量破新高,凤凰网
4198,2020-09-04,中石化福州石油开展“易享节”活动助力持续攻坚创效,凤凰网
4199,2020-09-04,中石化福州石油：扩销增量助力持续攻坚创效行动,凤凰网
4200,2020-09-04,发改委：9月4日国内成品油价格不作调整,Wind
4201,2020-09-04,商务部召开2020全国消费促进月专题新闻发布会（全文）,Wind
4202,2020-09-04,生意社：9月4日中石化各销售公司丁二烯报价汇总,生意社
4203,2020-09-04,三井中石化是即时上涨1500元/吨。后边吉化和SK乙丙也肯定会跟进,橡胶技术网
4204,2020-09-04,钻具厂商威玛装备启动上市辅导，海外销售份额占比近七成,和讯
4205,2020-09-04,中石化厦门：“123”工作法推动“电子钱包”业务再上新台阶,凤凰网
4206,2020-09-04,中石化厦门助力2020厦门国际投资贸易洽谈会暨丝路投资大会,凤凰网
4207,2020-09-04,上半年“两桶油”亏损 有利因素正在集聚 亏损,经济日报
4208,2020-09-03,中石化营收2.7万亿，工行年赚3134亿，谁才是中国最大国企？,搜狐
4209,2020-09-03,中国石化在疆顺利运行北斗系统一周年,科技日报
4210,2020-09-03,中国石化启动史上最大规模毕业生招聘，计划招聘1.1万余人,澎湃新闻
4211,2020-09-03,中国石化开启公司历史最大规模校招,Wind
4212,2020-09-03,非药店全面布局卖药预示着,药店经理人
4213,2020-09-03,中石化易派客平台交易金额突破万亿元,北京商报
4214,2020-09-03,中国石化开启公司历史最大规模校招,e公司
4215,2020-09-03,每周油气：“双飓风”席卷墨西哥湾！,新浪
4216,2020-09-03,生意社：9月3日中石化三菱双酚A装置检修中,生意社
4217,2020-09-03,卖酱油卖出超6000亿元市值 海天味业被高估了吗？,中国商报
4218,2020-09-03,塔里木油田新闻－塔里木油田动态,中国石油
4219,2020-09-03,中国石化：国内首个连续重整实时优化项目投用,e公司
4220,2020-09-03,造假300亿公司复牌，超100万手封死涨停！,中国基金报
4221,2020-09-03,聚烯烃日报：高价成交走弱 期现涨势放缓,新浪
4222,2020-09-03,生意社：9月3日中石化各销售公司丁二烯报价汇总,生意社
4223,2020-09-03,中国石化资本公司投资入股光伏产业链,石化新闻网
4224,2020-09-03,太难了！油企交出最惨中报：两桶油利润骤降1100亿 中海油新潮能源超预期盈利 盈利能力下降,金融界
4225,2020-09-03,万亿机构炒股路线曝光！一板块成“弹药”聚集地,券商中国
4226,2020-09-02,海天味业股价再创新高 酱油和市值谁先摸到“天花板”？,每日经济新闻
4227,2020-09-02,洪通股份二股东身份神秘，不仅极低价格入股，还占用巨额资金,新浪
4228,2020-09-02,中国石化南平石油:发挥党建优势 助力“持续攻坚创效”行动,凤凰网
4229,2020-09-02,中国石化南平石油：稳住，便能逆风翻盘,凤凰网
4230,2020-09-02,石化、油服业绩两重天 炼油巨头爆亏 油服行业触底复苏 亏损,中金网
4231,2020-09-02,酱油虐石油！1天涨15亿，海天市值超中石化，6个月净赚33亿,云掌财经
4232,2020-09-02,上半年油企普遍亏损，新潮能源、中海油等超预期盈利 亏损,和讯
4233,2020-09-02,生意社：9月2日中石化各销售公司丁二烯报价汇总,生意社
4234,2020-09-02,原油市场走势较为乐观 行业价格出现冲高状态,中国报告大厅
4235,2020-09-02,加油站里带货产业链上助农,云南日报
4236,2020-09-02,又创新高！消费股还能买吗？13股市盈率超100倍,券商中国
4237,2020-09-02,河南商丘首座光伏发电加油站正式运行,大河报
4238,2020-09-02,中国石化(600028)：盈利改善明显 黎明即将到来,光大证券
4239,2020-09-01,半年报业绩下滑，债券兑付压力上升，4张图看清这些要点！,Wind
4240,2020-09-01,中国石化南平石油:学习民法典物权篇,凤凰网
4241,2020-09-01,"中国石化南平东坑油库:多措并举提升安全管理水平,持续功坚创效",凤凰网
4242,2020-09-01,成品油：三桶油2020年半年报发布　二季度经营状况有所好转,新浪
4243,2020-09-01,中国石化：非油业务上半年利润逆势增长7.4%,中证网
4244,2020-09-01,中石化易捷百城万店十亿优惠补贴回馈消费者,新华网
4245,2020-09-01,丁二烯日评：供方价格上调市场报盘跟涨,百川盈孚
4246,2020-09-01,企业扶贫一马当先,北京商报
4247,2020-09-01,A股融资融券日报：两融余额增加106.79亿元（8月31日）,Wind
4248,2020-09-01,哪些行业最赚钱？增速最快？这些公司日赚超5亿元！,21世纪经济报道
4249,2020-09-01,每日理财观察：央行指出下阶段重点推动银行间各类基准利率的广泛运用,Wind
4250,2020-09-01,探秘A股2020中报大数据：上市公司十宗“最”,投资快报
4251,2020-09-01,中报披露收官，八成公司盈利，上半年最赚钱的仍是金融业,金融投资报
4252,2020-09-01,A股中报收官中石油成“亏损王中王” 亏损,第一财经
4253,2020-09-01,“三桶油”年中成绩单： 中石油中石化双双巨亏 中海油盈利103亿 重大损失,21世纪经济报道
4254,2020-08-31,创新思路找方法，攻坚创效不等闲,凤凰网
4255,2020-08-31,中国石化：中科炼化首批3.38万吨国六汽柴油顺利出厂,e公司
4256,2020-08-31,中国石化南平石油“八个持续发力”夯实党建基础,凤凰网
4257,2020-08-31,A股2020年中报业绩扫描：八成公司盈利 中国石油成“亏损王” 亏损,金融投资报
4258,2020-08-31,中国石化南平石油政和片区:优化现场服务创效,凤凰网
4259,2020-08-31,江苏大明成功入围中国石化2020年度不锈钢板框架采购名单,上海有色
4260,2020-08-31,中石化铁岭分公司：做勇闯经营市场的 “石化人”,凤凰网
4261,2020-08-31,中石化铁岭分公司：全力抗击台风“巴威”,凤凰网
4262,2020-08-31,A股中报出炉，5大主力资金重仓名单全披露,Wind
4263,2020-08-31,中石化铁岭分公司：三个“转变” 激发攻坚创效“新动能”,凤凰网
4264,2020-08-31,中石化铁岭分公司：党建引领促发展 志愿服务暖人心,凤凰网
4265,2020-08-31,中石化铁岭分公司：踢好降费创效 “临门一脚”,凤凰网
4266,2020-08-31,A股中报收官：十大“亏损王”出炉，最赚钱公司不是茅台 亏损,第一财经
4267,2020-08-31,中石化铁岭分公司：变中求进，实现油品增效创效,凤凰网
4268,2020-08-31,半年报收官！营收王竟成亏损王？ 亏损,中国财富帮
4269,2020-08-31,中国石化：建成全球最大涤纶短纤维生产基地,中证网
4270,2020-08-31,如何看待石油巨头半年报出现巨亏？石油行业逐步回归正轨 仍需苦炼内功应对长期影响 重大损失,中国经济网
4271,2020-08-31,石化行业：油价低位+需求修复 看好下半年行业盈利表现,新浪
4272,2020-08-31,中国石化(600028)2020年半年报点评报告：疫情及库存损失导致上半年亏损 亏损,新浪
4273,2020-08-31,中国石化：旗下销售公司目前没有上市时间表,Wind
4274,2020-08-31,恒指午盘涨1.36%，资源股表现亮眼,Wind
4275,2020-08-31,“疫情+低油价”剧烈冲击“三桶油”上半年业绩,中国能源报
4276,2020-08-31,酒钢不锈成功入围中石化2020年度不锈钢板框架协议,兰格钢铁网
4277,2020-08-31,生意社：8月31日中石化各销售公司丁二烯报价汇总,生意社
4278,2020-08-31,生意社：8月31日邻二甲苯价格维稳,生意社
4279,2020-08-31,中国石化与陕西省签订地热能开发战略合作协议,证券时报网
4280,2020-08-31,中国石化二季度财报公布：实现经营收益48亿元,中研网
4281,2020-08-31,中石化：2020年上半年加工原油1.11亿吨,生意社
4282,2020-08-31,生意社：8月31日中石化华中对二甲苯价格暂稳,生意社
4283,2020-08-31,中石化中期亏损217亿人币 特殊股息7分 亏损,凤凰网
4284,2020-08-31,“两桶油”半年亏损500多亿，中石化二季度已扭亏,中国经济网
4285,2020-08-31,上市公司正负面新闻2020年8月31日星期一,Wind
